Python, Fibonacci, -1,154.802978515625000000, 144.489318847656250000,  ,  , 6438, 48.8, 10112
Python, Fibonacci, -1,151.947387695312500000, 141.978210449218750000,  ,  , 6459, 48.5, 10112
Python, Fibonacci, -1,141.938415527343750000, 131.462097167968750000,  ,  , 6824, 54.0, 10112
Python, Fibonacci, -1,194.254028320312500000, 178.911804199218750000,  ,  , 6863, 53.3, 10112
Python, Fibonacci, -1,163.564025878906250000, 150.163208007812500000,  ,  , 7114, 54.0, 9856
Python, Fibonacci, -1,146.975341796875000000, 136.195251464843750000,  ,  , 6957, 54.3, 10112
Python, Fibonacci, -1,140.562561035156250000, 130.064270019531250000,  ,  , 6861, 54.7, 10112
Python, Fibonacci, -1,141.295532226562500000, 130.836975097656250000,  ,  , 6853, 54.5, 10240
Python, Fibonacci, -1,140.652282714843750000, 130.082336425781250000,  ,  , 6856, 53.8, 10112
Python, Fibonacci, -1,139.521972656250000000, 129.124328613281250000,  ,  , 6808, 54.0, 10112
Python, Fibonacci, 1,84.255065917968750000, 31.957702636718750000,  ,  , 34784, 29.5, 10112
Python, Fibonacci, 1,83.380065917968750000, 31.036987304687500000,  ,  , 34811, 29.2, 9856
Python, Fibonacci, 1,86.525878906250000000, 34.099365234375000000,  ,  , 34872, 29.2, 9856
Python, Fibonacci, 1,85.713684082031250000, 33.305419921875000000,  ,  , 34877, 28.8, 10112
Python, Fibonacci, 1,84.524597167968750000, 32.260131835937500000,  ,  , 34772, 28.7, 10112
Python, Fibonacci, 1,87.363037109375000000, 34.875549316406250000,  ,  , 34895, 28.7, 10112
Python, Fibonacci, 1,88.184997558593750000, 35.762329101562500000,  ,  , 34863, 28.5, 10112
Python, Fibonacci, 1,87.281921386718750000, 35.000061035156250000,  ,  , 34805, 29.0, 10112
Python, Fibonacci, 1,85.536987304687500000, 33.356140136718750000,  ,  , 34730, 29.0, 9984
Python, Fibonacci, 1,87.003417968750000000, 34.666748046875000000,  ,  , 34837, 28.7, 10112
Python, Fibonacci, 2,91.440124511718750000, 39.048522949218750000,  ,  , 34868, 28.7, 10112
Python, Fibonacci, 2,89.432189941406250000, 37.113159179687500000,  ,  , 34825, 28.7, 10112
Python, Fibonacci, 2,89.745605468750000000, 37.400756835937500000,  ,  , 34811, 28.8, 10112
Python, Fibonacci, 2,88.785095214843750000, 36.443420410156250000,  ,  , 34815, 28.8, 10240
Python, Fibonacci, 2,87.897766113281250000, 35.642028808593750000,  ,  , 34748, 28.7, 10240
Python, Fibonacci, 2,89.211425781250000000, 36.903320312500000000,  ,  , 34789, 28.7, 10112
Python, Fibonacci, 2,89.139282226562500000, 36.847717285156250000,  ,  , 34743, 28.8, 10112
Python, Fibonacci, 2,88.508056640625000000, 36.110839843750000000,  ,  , 34864, 28.8, 9984
Python, Fibonacci, 2,88.959106445312500000, 36.297119140625000000,  ,  , 34797, 28.7, 10240
Python, Fibonacci, 2,88.493957519531250000, 35.752990722656250000,  ,  , 34829, 28.7, 10112
Python, Fibonacci, 3,76.136108398437500000, 37.586975097656250000,  ,  , 25601, 29.0, 10112
Python, Fibonacci, 3,78.208435058593750000, 38.664245605468750000,  ,  , 26049, 29.3, 10112
Python, Fibonacci, 3,80.917114257812500000, 39.564392089843750000,  ,  , 27250, 29.2, 9984
Python, Fibonacci, 3,76.977050781250000000, 37.594848632812500000,  ,  , 25935, 29.3, 9984
Python, Fibonacci, 3,74.721679687500000000, 36.440307617187500000,  ,  , 25173, 29.2, 10112
Python, Fibonacci, 3,75.574035644531250000, 36.874206542968750000,  ,  , 25461, 29.3, 10112
Python, Fibonacci, 3,75.817199707031250000, 37.025024414062500000,  ,  , 25526, 29.5, 9984
Python, Fibonacci, 3,76.936645507812500000, 37.604736328125000000,  ,  , 25842, 29.3, 9856
Python, Fibonacci, 3,78.503051757812500000, 38.291687011718750000,  ,  , 26434, 29.2, 9984
Python, Fibonacci, 3,77.463928222656250000, 38.048034667968750000,  ,  , 26187, 29.5, 10112
Python, Fibonacci, 4,71.812805175781250000, 44.512512207031250000,  ,  , 18093, 30.0, 10112
Python, Fibonacci, 4,70.941345214843750000, 44.010070800781250000,  ,  , 17870, 30.5, 10112
Python, Fibonacci, 4,70.551147460937500000, 43.761718750000000000,  ,  , 17774, 30.8, 9984
Python, Fibonacci, 4,70.666625976562500000, 43.847656250000000000,  ,  , 17803, 30.5, 9984
Python, Fibonacci, 4,70.563720703125000000, 43.765747070312500000,  ,  , 17775, 30.8, 10240
Python, Fibonacci, 4,69.678710937500000000, 43.218750000000000000,  ,  , 17552, 31.0, 10112
Python, Fibonacci, 4,69.716857910156250000, 43.259033203125000000,  ,  , 17562, 30.5, 10112
Python, Fibonacci, 4,69.955688476562500000, 43.395751953125000000,  ,  , 17622, 30.3, 9984
Python, Fibonacci, 4,70.340637207031250000, 43.612487792968750000,  ,  , 17720, 31.0, 10240
Python, Fibonacci, 4,71.561889648437500000, 44.374023437500000000,  ,  , 18026, 30.5, 10112
Python, Fibonacci, 5,69.793579101562500000, 48.595703125000000000,  ,  , 14046, 31.8, 9984
Python, Fibonacci, 5,70.226196289062500000, 48.895568847656250000,  ,  , 14132, 31.3, 9984
Python, Fibonacci, 5,71.376281738281250000, 49.723205566406250000,  ,  , 14362, 31.0, 10112
Python, Fibonacci, 5,70.455078125000000000, 49.037719726562500000,  ,  , 14177, 31.5, 10112
Python, Fibonacci, 5,69.898132324218750000, 48.652893066406250000,  ,  , 14066, 31.5, 10112
Python, Fibonacci, 5,70.923278808593750000, 49.368652343750000000,  ,  , 14271, 32.3, 10112
Python, Fibonacci, 5,71.250549316406250000, 49.591796875000000000,  ,  , 14340, 31.5, 10368
Python, Fibonacci, 5,70.768737792968750000, 49.278625488281250000,  ,  , 14241, 32.8, 10112
Python, Fibonacci, 5,75.465637207031250000, 52.419799804687500000,  ,  , 15186, 31.7, 10112
Python, Fibonacci, 5,69.975219726562500000, 48.714843750000000000,  ,  , 14081, 32.3, 10240
Python, Fibonacci, 6,71.641113281250000000, 53.479919433593750000,  ,  , 12001, 32.0, 10112
